id,line_id,geometry,buildstart,opening,closure,length
161,42,"LINESTRING(-70.6625146626266 -33.446656970233,-70.6618057507281 -33.4464732695411,-70.6615459631337 -33.4463593749132,-70.6613346105189 -33.446256502219,-70.6611408706203 -33.4460948448769,-70.6610131784175 -33.4459478834043,-70.6609207116473 -33.4458156178649,-70.6608414544176 -33.445687026172,-70.660744584465 -33.4454959753031,-70.6606521176948 -33.4453196202908,-70.6605904731813 -33.4450955019291,-70.6605508445665 -33.4449595610113)",1969,1978,999999,283
128,43,"LINESTRING(-70.6656252230468 -33.5423768414637,-70.6667437871196 -33.5465054904366,-70.6692472400363 -33.5558502376283,-70.6713778382635 -33.5633233533006,-70.6736948638609 -33.5716284792438,-70.6767861752557 -33.582712291531,-70.6778248419222 -33.5865177845755)",2017,2021,999999,5025
160,42,"LINESTRING(-70.7155327074991 -33.4574561157872,-70.7159058137628 -33.457395378045,-70.7160013653683 -33.4574219508153,-70.7160559662868 -33.4574409313556,-70.7168021788209 -33.4573004752292,-70.7174619399013 -33.4571941839504,-70.718211369825 -33.4570651157906)",2008,2010,999999,255
427,145,"LINESTRING(18.0826329570722 59.257487199324,18.0831149462433 59.2568096376849,18.0846814110593 59.2557255110457,18.0872359536684 59.2546290297057,18.088486060817 59.2538050529483,18.0894021502812 59.2528423447319,18.0900637704503 59.2515673649679,18.0910329697861 59.2472233092101,18.0922035285555 59.2451413418044,18.0929669364406 59.2441783888772,18.0940357074838 59.2431373280929)",1958,1958,999999,1778
202,104,"LINESTRING(-3.71112357139461 40.4235885340076,-3.71203085781281 40.4231900571221,-3.71342668308287 40.422950969864,-3.7150318821443 40.4224993582705,-3.71703838097946 40.4218086523205,-3.71852144532792 40.4212773352196,-3.71977768807605 40.4204803517126,-3.72117351334617 40.4196833587574,-3.72295319056434 40.4186738207952,-3.72487245138805 40.4181557623381,-3.72785602789409 40.4173188905748,-3.73052554373788 40.4166281314358,-3.73310782048679 40.4166281314358,-3.73537603655694 40.416508576246,-3.73887578911439 40.4162603189029,-3.74130103551568 40.4160743430639,-3.74281899549879 40.4157422420642,-3.74376117755156 40.4154367076987,-3.7449999724906 40.4144005373488,-3.74543616788233 40.4132580746129,-3.74599449798708 40.4120890229076,-3.7467006737705 40.4114008742544,-3.74802670778783 40.4104709227445,-3.75003320660639 40.4095143877887,-3.75303423095454 40.4079068470269,-3.7574487613922 40.4057047933905,-3.76088598113211 40.4040573025133,-3.76179326755022 40.4033929802686)",1956,1961,999999,5062
1022,252,"LINESTRING(14.2560789840354 40.8440386304407,14.2579188768788 40.845218976307,14.2624469903491 40.8481280663555,14.2674112486414 40.8513329803312,14.267851225404 40.8515836985451,14.268195529341 40.851689499666,14.2686366687795 40.8517627464948,14.2715524928437 40.8520394560115)",2000,2013,999999,1616
1023,253,"LINESTRING(14.1926868086129 40.8239553613217,14.1933174727235 40.8248007476857,14.1939301178581 40.825196166639,14.1946508768481 40.8254143278095,14.1978222163765 40.8259869974727,14.1983808045835 40.8260415371865,14.2044903111335 40.8267150468819,14.2053912598671 40.8269059335712,14.2060579619294 40.8271513585122,14.2091476345462 40.8281964816717,14.2195431554873 40.8308871042789)",1982,2007,999999,2438
1168,325,"LINESTRING(139.76373725443 35.7005687352578,139.765503291382 35.700055149546,139.766123790828 35.6997450584491,139.766624963473 35.6991636344116,139.767246444999 35.6978129866112,139.767429123735 35.6964934422763,139.767466295743 35.6960004599823,139.767489925822 35.6950529004652)",1954,1956,999999,782
110,50,"LINESTRING(-99.1194294050238 19.4287300462265,-99.1204489529754 19.4221881787399,-99.1211055827574 19.41743038579,-99.1215247554693 19.414622980324,-99.1217622125229 19.41267245354,-99.121729664554 19.4109344865799,-99.1217458089316 19.409152439165,-99.1217095710158 19.40601962714,-99.1216037258172 19.4049248335348,-99.1216733330912 19.4028867547824)",1979,1982,999999,2878
1169,325,"LINESTRING(139.7674802733 35.6950357862193,139.767444389006 35.692179733816,139.766750625694 35.688915548702,139.766188437914 35.68648675298)",1954,1956,999999,959
206,99,"LINESTRING(-3.60897566274744 40.4488226943145,-3.60332780016802 40.4524386472463,-3.60198654000095 40.4527883295107,-3.59946853674305 40.453087049953,-3.59575339520447 40.4534354215173,-3.5928438167021 40.4544329846438,-3.59078059166831 40.455878493671,-3.58809364234807 40.4575756129512)",2003,2006,999999,2083
205,99,"LINESTRING(-3.63809677283876 40.4378804831551,-3.61765421304756 40.4434288600895,-3.61649914114994 40.4439625752814,-3.61489029098806 40.4450299929594,-3.60920732595895 40.4486402505906)",1975,1980,999999,2763
213,100,"LINESTRING(-3.73205846377527 40.3887090754611,-3.72885550440665 40.3879792578699,-3.72437328036759 40.3871939782833,-3.72254510217576 40.3868584730423,-3.7194204819383 40.3859653895881,-3.71768690354975 40.3852745335539,-3.71174155253766 40.385184056153,-3.70718059520178 40.3869676345173,-3.70400390171764 40.3875498119253,-3.70134281350244 40.3892030296234,-3.697914432087 40.39014528352,-3.69526480690854 40.3910151992569,-3.68035383592397 40.3957836503826,-3.67862618131105 40.3961239970156,-3.67728446121509 40.3967681494199,-3.6770797376893 40.3978907004316,-3.6767704420852 40.3989147403194,-3.67580654712441 40.4000687678954,-3.67482824200135 40.4011262568172)",1977,1981,999999,5542
222,104,"LINESTRING(-3.6957829555883 40.4280202694258,-3.69302429824282 40.4303260558205,-3.6914015586203 40.4329199710238,-3.69129337600589 40.4381272971472,-3.69137451299341 40.4412972565527,-3.6911851933458 40.4460903079918)",1996,1998,999999,2129
207,99,"LINESTRING(-3.74488219055621 40.3880217274892,-3.75242663188035 40.3839263574991,-3.75459995092785 40.3836493726659,-3.75731060875356 40.3839000097587,-3.75949228209214 40.3845634567296,-3.76081281932176 40.3857572544946)",1968,1968,999999,1578
223,102,"LINESTRING(-3.69114351067506 40.4459683380653,-3.69126766925746 40.440180764505,-3.68915697328339 40.4379364692666,-3.6838181540349 40.4376529740106,-3.67785854187449 40.4374167270432)",1984,1986,1996,1910
221,104,"LINESTRING(-3.7105539060322 40.4237596015687,-3.70719713434761 40.4244137827878,-3.70161146625665 40.4252928287924,-3.69857694464241 40.426396730747,-3.69573040225822 40.4279503398522)",1978,1981,999999,1360
224,101,"LINESTRING(-3.67787025095242 40.4375700974546,-3.69186022954597 40.4382355914533,-3.6994193308891 40.4385146676266)",1996,1998,999999,1831
242,103,"LINESTRING(-3.59557935169664 40.4011722893028,-3.59780666494544 40.4027142305697,-3.60030395554693 40.4036650767451,-3.60367867258515 40.4039477581523,-3.60813329906648 40.4042561365176,-3.60894323114093 40.4042304383724,-3.61650259730769 40.4029969159699,-3.62055225774392 40.4019689633664,-3.62136218983434 40.4004527046198,-3.62200338605922 40.3989878120448,-3.62257708795403 40.398576608402,-3.62406196345847 40.3982682040185,-3.62659300123309 40.3986280089931,-3.63519868113426 40.4007353995169)",1995,1999,999999,3783
145,51,"LINESTRING(-99.1137617706634 19.4551362666232,-99.114384013069 19.4556371758016,-99.1166335987107 19.4575569843671,-99.1172986033511 19.4579940013682,-99.1178225464007 19.4582410104517,-99.1208043545479 19.4592044035793,-99.1242242965354 19.4603690785939,-99.1269534202887 19.4612813864862,-99.1284557105924 19.4619136172313,-99.1305343119036 19.4631409850281,-99.1325709212695 19.4643881395499,-99.1332847843487 19.4651205909179,-99.1343116043247 19.466671967775,-99.1365533206876 19.4697385363734)",1979,1982,999999,2976
159,42,"LINESTRING(-70.726920263129 -33.4517704799978,-70.7272057249765 -33.4529237413734,-70.7271907006702 -33.4534000839881,-70.7271456277458 -33.4536758600964,-70.7270104089779 -33.4538638887579,-70.7267700200492 -33.4540769874216,-70.7261239748171 -33.4542650152133,-70.7256582212771 -33.4543151558839,-70.7249971517331 -33.4544279722962,-70.7245464224995 -33.4545157182951,-70.7240205717288 -33.4546034642053,-70.7237501341876 -33.4546034642053,-70.7233444778785 -33.4544405074429,-70.7231191132617 -33.4541898041436,-70.7230139431064 -33.453826283062,-70.7229838944882 -33.4534752957427,-70.7231341375534 -33.4518944954874,-70.7230740403227 -33.4514808224941,-70.7229688701674 -33.4511548969364,-70.7228637000122 -33.4508164344757,-70.7228336513996 -33.45032754193,-70.722878724324 -33.4497885033601,-70.7228336513996 -33.4495001790308)",1969,1975,999999,1161
147,59,"LINESTRING(-70.6971477967134 -33.3659491917786,-70.6955917927805 -33.3659547831052,-70.6933397023281 -33.3661025031439,-70.692191707973 -33.3662174761109,-70.6917184259502 -33.3661386869773,-70.6913792331494 -33.3660234723733,-70.6911812591858 -33.365868007335,-70.6910482907394 -33.3657097339386,-70.6910161928952 -33.3655327390909,-70.6908675072464 -33.364799303301,-70.6909232643666 -33.3645625846148,-70.6910254857433 -33.364337507222,-70.6931420946215 -33.3608074474473)",2012,2018,999999,1182
164,46,"LINESTRING(-70.6249017369228 -33.4670648406625,-70.6253084210033 -33.4657036006918,-70.625191400034 -33.4653375220242,-70.6251621447944 -33.465215495452,-70.6261129401744 -33.4620671506597)",1994,1997,999999,572
1024,253,"LINESTRING(14.2194601241739 40.8308704391684,14.2245104834209 40.8320915654835,14.2304244938208 40.8334909914144,14.2314081908275 40.8336042510037,14.2338931234829 40.8335071713686,14.2373262578121 40.8333253121059,14.2394060318073 40.8335091569185,14.2414899963682 40.8339845701083,14.242949722041 40.8345719137144,14.2450495183041 40.8354732603587,14.2486841664804 40.8367642774221,14.2505948913384 40.8376408328613,14.251517083269 40.8382680399983,14.252282826155 40.8388832717009,14.2530093233748 40.8395133723186)",2007,2017,999999,3075
170,60,"LINESTRING(-70.6983004026751 -33.4816414089801,-70.6995787142686 -33.4810301886372,-70.7004928144419 -33.4807662728719,-70.7023913301795 -33.4808835688681,-70.7062938347608 -33.4819392256866,-70.707524354226 -33.4822911084448)",2012,2017,999999,906
129,46,"LINESTRING(-70.6337667815285 -33.4371231124422,-70.6330667674728 -33.4384356493104,-70.6329112087966 -33.4390270055936,-70.6324531749208 -33.4409898711677,-70.632098846798 -33.4425653842645,-70.6318309402096 -33.4436695600931,-70.6316321707871 -33.444008488253,-70.6314074749208 -33.4442536694949,-70.6311568526041 -33.4444555829423,-70.6311049997099 -33.4445349059506,-70.6309494410337 -33.4451478540525,-70.6301044171068 -33.4483011995175,-70.6290337949479 -33.4523368363006,-70.6283010256989 -33.4550429346955,-70.628271131593 -33.4552326334959,-70.628262489445 -33.4555570959376,-70.6281587836566 -33.45607623333,-70.6280032249804 -33.4566097879651,-70.62737234811 -33.4587771056675,-70.62633313832 -33.4622401693517,-70.6250950123247 -33.4664344940722,-70.6243172189232 -33.468961907831,-70.6241184495008 -33.4696035196575,-70.6240665966018 -33.469898138492,-70.6240838808976 -33.4702297550945,-70.6240925230521 -33.4706550875713,-70.6240665966081 -33.4709469786239,-70.6238505428898 -33.4717904255429,-70.6232801610422 -33.4741018216505,-70.6226233577443 -33.4764754105985,-70.6221551988613 -33.4783130263754,-70.6216107434805 -33.48027166284,-70.6210802416626 -33.4822328388072,-70.6206049234781 -33.4840590163488,-70.6204147962036 -33.4844626573741,-70.6193345276069 -33.4863376486191,-70.6185826606569 -33.4873929477735,-70.6183666069385 -33.4879335171871,-70.6182196904103 -33.488574988526,-70.6178135094045 -33.4905394932907,-70.617139421804 -33.4935546198043,-70.6165978394886 -33.4961496428622,-70.6160793105484 -33.4984019614191,-70.6156990559963 -33.5000555491185,-70.6151944432694 -33.5024377131707,-70.6146946292026 -33.5047101904913,-70.6143403010976 -33.5061845458068,-70.6140464680411 -33.5067249978987,-70.6135279391119 -33.5072510347055,-70.6127155771197 -33.5078203037961,-70.6108776082282 -33.5092374910149,-70.6087993243618 -33.5110094338534,-70.6067953263815 -33.5126317210234,-70.6054329698558 -33.5137730752253,-70.6040694771007 -33.5148796769161,-70.6027512772432 -33.5159912682848,-70.6023776972284 -33.5163963352147,-70.601865377129 -33.517014600956,-70.6014678382841 -33.5175117547781,-70.6005949812565 -33.5185747376704,-70.5997614483898 -33.5197033103756,-70.5993379831013 -33.5202825214483,-70.5990700764887 -33.5207220177959,-70.5987676012843 -33.5212911982681,-70.5984391996183 -33.52212854544)",1994,1997,999999,10232
108,49,"LINESTRING(-99.138832117667 19.4689499249206,-99.1320805637584 19.4770985447111,-99.1264244278806 19.4839909071349,-99.1210884698428 19.4905073965426,-99.1204084235143 19.4918059841815,-99.1195038940151 19.4951108296215)",1977,1979,999999,3566
564,162,"LINESTRING(-0.105251093278355 51.5639279523458,-0.104012107458459 51.565409090628,-0.101106219051388 51.5666469260382,-0.0982221519492441 51.5679376857623,-0.0964917116953643 51.5701605749443,-0.0962609863441628 51.571881446768,-0.0963763490290148 51.5751796023384,-0.0971838878043059 51.5805565167427,-0.0994911414822752 51.5853593556527,-0.103298110026145 51.5900183410991)",1930,1932,999999,3250
178,76,"LINESTRING(-99.1520514313563 19.4482030471118,-99.1513503306865 19.4527480313887,-99.1526124091057 19.4560637573595,-99.1552953451119 19.45966993213,-99.1602045471675 19.4661285521748,-99.1612320545749 19.4674202453078,-99.1620312270008 19.4687657480386,-99.1637752371464 19.4726579446868,-99.1764299414595 19.5051109150574,-99.1780956590689 19.5113912928086,-99.1783336187067 19.5172228532655,-99.178928517848 19.5222692265813,-99.1804752556303 19.5270911693987,-99.1835687311825 19.5342677480235,-99.1879709848567 19.5531047493292,-99.1891607831455 19.5551228690609,-99.1910644604152 19.5570288478422,-99.1932060973388 19.5590469184771,-99.1942769157943 19.5607286247157,-99.1952287544291 19.5634193182176,-99.1977273309232 19.5745924828533,-99.1977273309232 19.5769466396269,-99.1970134519486 19.5787402597868,-99.194752835198 19.5817669485358,-99.1876140454526 19.5899499333357,-99.1865432269908 19.5914071335727,-99.1857103681893 19.5936489543426,-99.1858293480163 19.5958907439014,-99.1862990058613 19.6032903938973,-99.1864179856883 19.604971638249,-99.1864179856883 19.6066528650293,-99.1857041067137 19.6104635806637,-99.1791906742885 19.6412248531904,-99.1777629163394 19.6483963466548,-99.1772869970251 19.6543349971034,-99.1762326492613 19.6669556694566)",2005,2008,999999,25784
204,104,"LINESTRING(-3.76090448928116 40.3858458538922,-3.76358326787965 40.3883190464968,-3.7654502953857 40.3907509306536,-3.76726320614802 40.3930590784621,-3.76793966539384 40.3948313525434,-3.76848083276735 40.3966641358655,-3.76739849798176 40.3983951021274,-3.76599146275925 40.4002496594429,-3.7615538901423 40.4036701533722)",1956,1961,2002,2368
179,95,"LINESTRING(-3.7036159435863 40.416922383542,-3.70251397116081 40.4183206743945,-3.70150382977806 40.4199985850703,-3.70079979184203 40.4221425211384,-3.70064674011866 40.4241931786519,-3.70092223321777 40.4253582971276,-3.70226908839479 40.4289700361168)",0,1919,999999,1408
209,98,"LINESTRING(-3.67495142900771 40.434726472762,-3.67523288811714 40.4352621089619,-3.67594278115413 40.4360273253794,-3.67793437942561 40.4379227583281,-3.67891577778235 40.4388344386685,-3.67906576850515 40.4394280814214,-3.6789283675439 40.4402965649847,-3.6788060930941 40.4410904026992,-3.67786450984414 40.4417351500945,-3.67650974190681 40.442398978875,-3.67347885325819 40.4446369969409,-3.66890681828994 40.4476854451166,-3.66792871427663 40.4483559759399)",1969,1973,999999,2050
225,101,"LINESTRING(-3.69956621929322 40.4386129371885,-3.71766134124687 40.4392296010026,-3.71867412790974 40.4395636248788,-3.71968691458869 40.4407455421806,-3.71941683815166 40.44151634662,-3.71806645590243 40.4425954579808,-3.71617592077916 40.4433148559309,-3.71442042387443 40.4441370155919,-3.71320507985968 40.4455757708027,-3.71225981230413 40.4471117924022,-3.71138206385979 40.4496551725958,-3.71117950652399 40.4512993267531,-3.71195597630847 40.4525837942005,-3.71300252252999 40.4543820073784,-3.71279996521022 40.4553067839848,-3.71151710207823 40.4574131720843,-3.71009920072177 40.4608434283827,-3.71020047939763 40.4626414205083,-3.71168589984939 40.463822931986,-3.71303628208258 40.4644907336288,-3.71462298121017 40.4647475786433,-3.71600712300202 40.4646962097202,-3.71679991616256 40.4648826748722,-3.71764390504831 40.465242255529,-3.71791398150131 40.4663723536117,-3.71831909617291 40.4679647322822,-3.71764390504831 40.46965980357,-3.71656359926811 40.4708411915912,-3.71575336992501 40.4721766486768,-3.71534825525347 40.473486398096,-3.71575336993496 40.4756066637275,-3.71615848460655 40.4768393068014,-3.71831909618288 40.4799721727657,-3.72270783843675 40.4847482280436,-3.72821064615164 40.4907049824642,-3.72851448216332 40.4920400444426,-3.72783929103866 40.4933750798597,-3.72659018746535 40.4945817236291)",1995,1999,999999,8999
227,107,"LINESTRING(-103.354760469683 20.6748935717618,-103.354717554342 20.6771420416806,-103.35422402788 20.6786476948828,-103.354009451165 20.683820980564,-103.353837789778 20.6896714201855,-103.354009451169 20.6932380131668,-103.354910673399 20.6957471607056,-103.354932131074 20.6992109886651,-103.354760469683 20.7062362203908,-103.356176676057 20.7091916787479,-103.355897726319 20.7108489685415,-103.354653181336 20.7140000850916,-103.354245485559 20.7166330690181,-103.353172601951 20.7217910350756,-103.353172601954 20.7250826931656,-103.353151144284 20.7285345440061,-103.352228464383 20.7308326543556)",1987,0,999999,6307
